tlex.fr:80 msnbot-157-55-39-169.search.msn.com - - [27/Jan/2017:07:07:56 +0100] "GET / HTTP/1.1" 200 2557 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:34:16 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:34:26 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:34:36 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:34:46 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:34:56 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:35:06 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:35:16 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:35:27 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:35:37 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:35:47 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:35:57 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:36:07 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:36:17 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:36:27 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:36:37 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:36:47 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:36:57 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:37:07 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:37:17 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:37:27 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:37:37 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:37:47 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:37:57 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:38:07 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:38:17 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:38:27 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:38:37 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:38:47 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:38:57 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:39:07 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:39:17 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:39:27 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:39:37 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:39:47 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:39:57 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:40:07 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:40:17 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:40:27 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:40:37 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:40:47 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:40:57 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:41:07 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:41:17 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:41:27 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:41:37 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:41:47 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:41:57 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:42:07 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:42:17 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:42:27 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:42:37 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:42:47 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:42:57 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:43:07 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:43:17 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:43:27 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:43:37 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:43:47 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:43:57 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:44:07 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:44:17 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:44:27 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:44:37 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:44:47 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:44:57 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:45:07 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:45:17 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:45:27 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:45:37 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:45:47 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:45:57 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:46:07 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:46:17 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:46:27 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:46:37 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:46:47 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:46:57 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:47:07 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
tlex.fr:80 81-67-218-68.rev.numericable.fr - - [27/Jan/2017:12:47:17 +0100] "POST /call.php?appName=telex&appMethod=refresh&params=since:800,tm:dav,pagewidth:946&returnVar== HTTP/1.1" 200 349 "http://tlex.fr/" "Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0"
